cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,step_no,value_inc,value_chal,value_3rd,weight,step_description,timestamp,simulations
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Indiana,10,.96445,.03555,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,9,40.39051,58.28538,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,8,44.58416,54.09173,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,7,40.39051,58.28538,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,6,38.0272,60.64869,,.2849508,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,5,41.33231,57.34358,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,4,2.323101,2.323105,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,3,39.00921,55.02048,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,1,39.00921,55.02048,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Illinois,10,.0007,.9993,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,9,59.51344,37.51779,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,8,63.46302,33.56821,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,7,59.51344,37.51779,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,6,62.42516,34.60608,,.400533,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,5,57.56798,39.46325,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,4,1.008186,1.00819,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,3,56.5598,38.45506,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,2,-.0295296,.0038681,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,1,56.58932,38.45119,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Idaho,10,.994375,.005625,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,9,30.79893,67.65089,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,8,34.66657,63.78325,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,7,30.79893,67.65089,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,6,28.76156,69.68827,,.3807038,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,5,32.05138,66.39845,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,4,2.092739,2.092735,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,3,29.95864,64.30571,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,1,29.95864,64.30571,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Hawaii,10,.006275,.993725,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,9,49.1463,50.10981,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,8,53.42599,45.83012,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,7,49.1463,50.10981,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,6,51.24375,48.01235,,.047669,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,5,49.04131,50.21479,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,4,1.674374,1.674374,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,3,47.36694,48.54042,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,1,47.36694,48.54042,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Georgia,10,.418475,.581525,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,9,48.41189,50.88575,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,8,52.69602,46.60162,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,7,48.41189,50.88575,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,6,47.58278,51.71486,,.0075372,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,5,48.41819,50.87945,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,4,1.799099,1.799099,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,3,46.61909,49.08035,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,1,46.61909,49.08035,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Florida,10,.309,.691,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,9,5.48334,91.2596,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,8,6.781681,89.96126,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,7,5.48334,91.2596,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,6,5.268291,91.47465,,.6464902,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,5,5.876621,90.86632,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,4,.0935135,.0935135,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,3,5.783107,90.7728,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,2,9.54e-07,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,1,5.783106,90.7728,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",District of Columbia,10,0,1,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,9,36.64287,62.28277,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,8,40.75192,58.17372,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,7,36.64287,62.28277,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,6,35.4784,63.44724,,.3733859,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,5,37.33675,61.58889,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,4,2.733593,2.733593,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,3,34.60316,58.8553,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,1,34.60316,58.8553,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Delaware,10,.00005,.99995,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,9,37.52225,61.59774,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,8,41.66294,57.45704,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,7,37.52225,61.59774,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,6,39.4554,59.66459,,.3607106,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,5,36.43149,62.68849,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,4,4.065128,4.065125,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,3,32.36636,58.62337,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,1,32.36636,58.62337,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Connecticut,10,.0008,.9992,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,9,42.83032,54.5648,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,8,47.01357,50.38156,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,7,42.83032,54.5648,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,6,44.12415,53.27097,,.2177436,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,5,42.47018,54.92495,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,4,1.320435,1.320435,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,3,41.14974,53.60451,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,1,41.14974,53.60451,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Colorado,10,.03165,.96835,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,9,34.09999,64.09149,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,8,38.1017,60.08979,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,7,34.09999,64.09149,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,6,33.05644,65.13505,,.2778615,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,5,34.50153,63.68996,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,4,2.065376,2.065369,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,3,32.43615,61.62459,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,1,32.43615,61.62459,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",California,10,.001425,.998575,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,9,60.48444,37.76292,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,8,64.47527,33.77209,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,7,60.48444,37.76292,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,6,60.43258,37.81477,,.3239722,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,5,60.50929,37.73807,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,4,1.560432,1.560432,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,3,58.94886,36.17764,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,1,58.94886,36.17764,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arkansas,10,.9898,.0102,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,9,48.09217,50.67569,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,8,52.35358,46.41427,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,7,48.09217,50.67569,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,6,48.40445,50.3634,,.0311247,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,5,48.08213,50.68572,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,4,1.980328,1.980324,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,3,46.10181,48.70539,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,1,46.10181,48.70539,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Arizona,10,.319775,.680225,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,9,52.97188,44.50855,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,8,57.12315,40.35728,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,7,52.97188,44.50855,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,6,53.72149,43.75894,,.3482344,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,5,52.57137,44.90906,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,4,1.339012,1.339012,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,3,51.23236,43.57005,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,1,51.23236,43.57005,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alaska,10,.8505,.1495,,,Chance of winning,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,9,59.63016,39.60223,,,Projected vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,8,63.71209,35.5203,,0,Blend with economic fundamentals,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,7,59.63015,39.60224,,,Snapshot,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,6,60.23886,38.99353,,.2886409,Blend with regression,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,5,59.38316,39.84923,,,Reallocated vote share,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,4,2.021908,2.021908,,,Reallocate undecideds and third-party votes,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,3,57.36126,37.82732,,,Adjusted polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,2,0,0,,,Adjust for bounces & recent events,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,1,57.36126,37.82732,,,Polling average,00:00:48  3 Nov 2020,40000
2020,President,polls-plus,11/3/2020,Trump,Biden,"",Alabama,10,.98355,.01645,,,Chance of winning,00:00:48  3 Nov 2020,40000
